year,week,temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,state
2018,1,26.24285714285714,28.142857142857142,0.0,Ondo
2018,2,26.2,56.714285714285715,0.0,Ondo
2018,3,26.82857142857143,62.42857142857143,0.1,Ondo
2018,4,26.900000000000002,42.0,0.0,Ondo
2018,5,27.571428571428573,44.285714285714285,0.0,Ondo
2018,6,27.385714285714283,76.14285714285714,11.8,Ondo
2018,7,27.75714285714286,71.42857142857143,6.0,Ondo
2018,8,26.47142857142857,79.42857142857143,24.3,Ondo
2018,9,25.928571428571427,81.0,35.4,Ondo
2018,10,26.042857142857144,82.14285714285714,8.4,Ondo
2018,11,26.728571428571428,80.28571428571429,6.0,Ondo
2018,12,25.842857142857145,84.14285714285714,23.2,Ondo
2018,13,26.47142857142857,83.28571428571429,14.6,Ondo
2018,14,26.085714285714285,84.28571428571429,13.7,Ondo
2018,15,25.385714285714283,84.42857142857143,12.1,Ondo
2018,16,25.271428571428572,86.85714285714286,16.0,Ondo
2018,17,25.74285714285714,85.28571428571429,14.600000000000001,Ondo
2018,18,25.25714285714286,87.0,49.9,Ondo
2018,19,24.728571428571428,88.14285714285714,28.1,Ondo
2018,20,25.042857142857144,87.14285714285714,27.7,Ondo
2018,21,24.599999999999998,88.85714285714286,39.6,Ondo
2018,22,24.75714285714286,88.42857142857143,51.5,Ondo
2018,23,24.82857142857143,89.42857142857143,28.0,Ondo
2018,24,24.7,89.14285714285714,43.3,Ondo
2018,25,23.157142857142855,91.0,122.10000000000001,Ondo
2018,26,23.457142857142856,89.42857142857143,43.0,Ondo
2018,27,23.885714285714283,88.42857142857143,30.8,Ondo
2018,28,24.25714285714286,86.85714285714286,21.8,Ondo
2018,29,23.571428571428573,90.0,42.3,Ondo
2018,30,23.642857142857142,89.57142857142857,43.1,Ondo
2018,31,23.400000000000002,84.42857142857143,25.8,Ondo
2018,32,23.542857142857144,86.14285714285714,14.2,Ondo
2018,33,23.357142857142858,88.57142857142857,37.1,Ondo
2018,34,22.771428571428572,92.0,102.60000000000001,Ondo
2018,35,23.642857142857142,89.28571428571429,28.7,Ondo
2018,36,23.12857142857143,90.85714285714286,143.0,Ondo
2018,37,23.928571428571427,88.57142857142857,32.6,Ondo
2018,38,24.271428571428572,89.28571428571429,37.5,Ondo
2018,39,24.17142857142857,88.85714285714286,39.6,Ondo
2018,40,24.25714285714286,89.57142857142857,34.6,Ondo
2018,41,24.314285714285713,89.85714285714286,37.5,Ondo
2018,42,25.014285714285712,86.57142857142857,26.2,Ondo
2018,43,25.071428571428573,89.0,21.9,Ondo
2018,44,25.271428571428572,87.28571428571429,11.0,Ondo
2018,45,25.271428571428572,85.14285714285714,10.1,Ondo
2018,46,26.042857142857144,83.57142857142857,1.8,Ondo
2018,47,26.214285714285715,81.57142857142857,0.9,Ondo
2018,48,26.25714285714286,77.57142857142857,1.3,Ondo
2018,49,25.857142857142858,62.857142857142854,0.0,Ondo
2018,50,26.228571428571428,67.42857142857143,0.1,Ondo
2018,51,25.685714285714287,49.142857142857146,0.0,Ondo
2018,52,26.214285714285715,43.42857142857143,0.0,Ondo
2019,1,26.357142857142858,36.714285714285715,0.0,Ondo
2019,2,26.428571428571427,50.285714285714285,0.0,Ondo
2019,3,26.900000000000002,75.42857142857143,1.2,Ondo
2019,4,27.099999999999998,74.71428571428571,3.9,Ondo
2019,5,26.24285714285714,83.42857142857143,9.1,Ondo
2019,6,27.571428571428573,67.28571428571429,1.2,Ondo
2019,7,27.571428571428573,49.142857142857146,0.0,Ondo
2019,8,27.485714285714288,75.42857142857143,10.2,Ondo
2019,9,25.785714285714285,82.28571428571429,40.3,Ondo
2019,10,26.571428571428573,82.28571428571429,6.0,Ondo
2019,11,26.842857142857145,82.57142857142857,10.6,Ondo
2019,12,26.67142857142857,83.42857142857143,18.7,Ondo
2019,13,26.62857142857143,85.14285714285714,18.099999999999998,Ondo
2019,14,27.271428571428572,82.42857142857143,9.0,Ondo
2019,15,26.0,85.85714285714286,22.7,Ondo
2019,16,26.47142857142857,83.85714285714286,15.7,Ondo
2019,17,26.099999999999998,87.57142857142857,43.7,Ondo
2019,18,26.042857142857144,87.14285714285714,28.5,Ondo
2019,19,26.25714285714286,86.85714285714286,22.7,Ondo
2019,20,25.457142857142856,87.28571428571429,34.1,Ondo
2019,21,25.32857142857143,88.57142857142857,29.9,Ondo
2019,22,24.87142857142857,87.57142857142857,25.8,Ondo
2019,23,24.185714285714287,90.85714285714286,71.1,Ondo
2019,24,24.52857142857143,88.0,23.0,Ondo
2019,25,24.985714285714288,88.28571428571429,30.1,Ondo
2019,26,23.97142857142857,89.71428571428571,34.9,Ondo
2019,27,24.32857142857143,89.28571428571429,36.2,Ondo
2019,28,23.442857142857143,89.28571428571429,42.9,Ondo
2019,29,23.771428571428572,88.42857142857143,45.9,Ondo
2019,30,23.557142857142857,89.85714285714286,35.5,Ondo
2019,31,23.8,86.71428571428571,19.3,Ondo
2019,32,23.52857142857143,87.71428571428571,21.1,Ondo
2019,33,23.97142857142857,86.14285714285714,18.8,Ondo
2019,34,23.157142857142855,91.42857142857143,36.9,Ondo
2019,35,23.714285714285715,89.0,40.099999999999994,Ondo
2019,36,23.514285714285712,90.57142857142857,53.1,Ondo
2019,37,23.557142857142857,90.71428571428571,45.3,Ondo
2019,38,24.214285714285715,88.42857142857143,40.4,Ondo
2019,39,24.571428571428573,88.57142857142857,39.9,Ondo
2019,40,23.657142857142855,90.71428571428571,67.0,Ondo
2019,41,23.37142857142857,91.85714285714286,62.4,Ondo
2019,42,23.714285714285715,91.14285714285714,108.2,Ondo
2019,43,24.0,90.85714285714286,41.900000000000006,Ondo
2019,44,24.014285714285712,90.71428571428571,37.1,Ondo
2019,45,25.442857142857143,86.57142857142857,10.9,Ondo
2019,46,25.585714285714285,85.28571428571429,9.799999999999999,Ondo
2019,47,26.185714285714287,82.85714285714286,3.4,Ondo
2019,48,26.442857142857143,76.28571428571429,0.2,Ondo
2019,49,26.185714285714287,79.0,1.2,Ondo
2019,50,26.071428571428573,74.28571428571429,0.5,Ondo
2019,51,26.271428571428572,58.57142857142857,0.1,Ondo
2019,52,25.900000000000002,36.714285714285715,0.0,Ondo
2020,1,25.014285714285712,31.142857142857142,0.0,Ondo
2020,2,26.642857142857142,57.142857142857146,0.7,Ondo
2020,3,26.485714285714288,54.857142857142854,0.0,Ondo
2020,4,26.571428571428573,28.571428571428573,0.0,Ondo
2020,5,26.599999999999998,28.285714285714285,0.0,Ondo
2020,6,27.17142857142857,32.0,0.0,Ondo
2020,7,28.400000000000002,30.0,0.0,Ondo
2020,8,28.785714285714285,61.0,0.0,Ondo
2020,9,29.014285714285712,61.714285714285715,1.4,Ondo
2020,10,27.285714285714285,80.0,18.1,Ondo
2020,11,27.414285714285715,79.14285714285714,11.399999999999999,Ondo
2020,12,27.571428571428573,78.0,4.3999999999999995,Ondo
2020,13,26.157142857142855,81.71428571428571,9.4,Ondo
2020,14,26.75714285714286,79.57142857142857,3.9000000000000004,Ondo
2020,15,27.014285714285712,76.85714285714286,6.9,Ondo
2020,16,27.357142857142858,78.71428571428571,7.1,Ondo
2020,17,26.014285714285712,83.71428571428571,18.9,Ondo
2020,18,26.24285714285714,82.85714285714286,7.2,Ondo
2020,19,26.428571428571427,82.71428571428571,10.2,Ondo
2020,20,26.2,83.28571428571429,13.6,Ondo
2020,21,25.24285714285714,88.0,27.0,Ondo
2020,22,25.542857142857144,85.85714285714286,24.6,Ondo
2020,23,25.514285714285712,84.0,7.4,Ondo
2020,24,24.457142857142856,87.14285714285714,43.2,Ondo
2020,25,24.3,89.57142857142857,33.0,Ondo
2020,26,24.428571428571427,88.14285714285714,34.900000000000006,Ondo
2020,27,23.814285714285713,89.71428571428571,46.0,Ondo
2020,28,23.099999999999998,91.57142857142857,43.8,Ondo
2020,29,23.271428571428572,89.0,30.3,Ondo
2020,30,23.385714285714283,88.71428571428571,35.1,Ondo
2020,31,23.5,85.0,13.2,Ondo
2020,32,23.142857142857142,81.42857142857143,3.7,Ondo
2020,33,23.785714285714285,80.28571428571429,3.6,Ondo
2020,34,23.97142857142857,84.28571428571429,22.8,Ondo
2020,35,23.485714285714288,85.85714285714286,44.900000000000006,Ondo
2020,36,23.12857142857143,91.42857142857143,93.5,Ondo
2020,37,23.52857142857143,90.14285714285714,46.6,Ondo
2020,38,23.714285714285715,89.28571428571429,40.1,Ondo
2020,39,23.557142857142857,89.85714285714286,126.49999999999999,Ondo
2020,40,23.557142857142857,90.85714285714286,73.0,Ondo
2020,41,23.928571428571427,90.28571428571429,29.599999999999998,Ondo
2020,42,24.357142857142858,87.71428571428571,22.6,Ondo
2020,43,25.142857142857142,86.57142857142857,19.0,Ondo
2020,44,25.62857142857143,83.85714285714286,3.0,Ondo
2020,45,26.12857142857143,81.0,0.7999999999999999,Ondo
2020,46,25.8,79.0,12.4,Ondo
2020,47,26.314285714285713,76.14285714285714,0.0,Ondo
2020,48,26.11428571428571,79.71428571428571,3.5,Ondo
2020,49,26.657142857142855,75.42857142857143,0.0,Ondo
2020,50,26.5,79.28571428571429,3.0,Ondo
2020,51,26.37142857142857,75.57142857142857,0.0,Ondo
2020,52,26.414285714285715,66.0,0.6000000000000001,Ondo
2020,53,26.442857142857143,62.42857142857143,0.0,Ondo
2021,1,27.32857142857143,73.42857142857143,0.9,Ondo
2021,2,26.62857142857143,73.28571428571429,0.4,Ondo
2021,3,26.400000000000002,47.42857142857143,0.0,Ondo
2021,4,26.942857142857143,68.28571428571429,0.1,Ondo
2021,5,28.057142857142857,68.28571428571429,0.0,Ondo
2021,6,27.957142857142856,72.28571428571429,1.0,Ondo
2021,7,27.52857142857143,41.42857142857143,0.7,Ondo
2021,8,27.97142857142857,61.714285714285715,0.4,Ondo
2021,9,28.771428571428572,69.85714285714286,1.2000000000000002,Ondo
2021,10,26.485714285714288,82.85714285714286,17.3,Ondo
2021,11,26.057142857142857,80.42857142857143,3.4,Ondo
2021,12,26.3,78.57142857142857,3.6,Ondo
2021,13,27.685714285714287,73.71428571428571,1.2000000000000002,Ondo
2021,14,27.357142857142858,79.28571428571429,4.7,Ondo
2021,15,26.3,80.57142857142857,10.600000000000001,Ondo
2021,16,26.900000000000002,78.14285714285714,4.0,Ondo
2021,17,26.842857142857145,78.85714285714286,3.4,Ondo
2021,18,25.24285714285714,85.42857142857143,7.3999999999999995,Ondo
2021,19,25.87142857142857,82.85714285714286,10.9,Ondo
2021,20,25.47142857142857,84.85714285714286,21.7,Ondo
2021,21,26.385714285714283,84.0,17.7,Ondo
2021,22,25.557142857142857,83.28571428571429,19.5,Ondo
2021,23,25.442857142857143,82.71428571428571,6.6,Ondo
2021,24,24.985714285714288,87.42857142857143,37.7,Ondo
2021,25,24.014285714285712,87.42857142857143,28.3,Ondo
2021,26,24.114285714285717,87.0,35.5,Ondo
2021,27,23.957142857142856,87.57142857142857,28.0,Ondo
2021,28,23.75714285714286,88.0,85.2,Ondo
2021,29,23.828571428571426,85.28571428571429,24.1,Ondo
2021,30,23.657142857142855,85.42857142857143,11.0,Ondo
2021,31,23.542857142857144,90.28571428571429,36.900000000000006,Ondo
2021,32,23.314285714285713,90.42857142857143,49.3,Ondo
2021,33,23.142857142857142,90.42857142857143,97.5,Ondo
2021,34,23.857142857142858,90.0,54.6,Ondo
2021,35,23.857142857142858,89.42857142857143,59.5,Ondo
2021,36,24.37142857142857,88.71428571428571,59.6,Ondo
2021,37,24.12857142857143,89.14285714285714,55.3,Ondo
2021,38,24.099999999999998,88.57142857142857,35.7,Ondo
2021,39,24.528571428571432,87.85714285714286,34.5,Ondo
2021,40,25.0,88.57142857142857,37.0,Ondo
2021,41,25.1,86.57142857142857,20.1,Ondo
2021,42,24.37142857142857,88.57142857142857,68.3,Ondo
2021,43,25.457142857142856,85.28571428571429,12.0,Ondo
