week,disease,state,cases,deaths,cfr,report_date,year,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,who_country_cases,population,urban_percent,cases_last_week,deaths_last_week,cases_per_100k,rainfall_change,temp_anomaly,week_sin,week_cos
,Covid-19,Akwa Ibom,5.0,0.0,0.0,,,,,,,,,5.0,0.0,,,,,
1,Covid-19,Anambra,1.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.00046729805893124795,,0.0,0.12053668025532305,0.992708874098054
46,Covid-19,Anambra,1.0,0.0,0.0,2025-11-12,2025.0,,,,,,,1.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Anambra,1.0,0.0,0.0,,,,,,,,,1.0,0.0,,,,,
1,Covid-19,Bauchi,3.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0014018941767937438,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Bauchi,6.0,0.0,0.0,2025-03-04,2025.0,,,,,,,3.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Bauchi,1.0,0.0,0.0,2025-07-24,2025.0,,,,,,,6.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Bauchi,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,1.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Bauchi,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Bauchi,6.0,0.0,0.0,2025-11-04,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Bauchi,8.0,0.0,0.0,2025-11-12,2025.0,,,,,,,6.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Bauchi,2.0,0.0,0.0,,,,,,,,,8.0,0.0,,,,,
30,Covid-19,Bayelsa,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,,,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Bayelsa,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Bayelsa,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
1,Covid-19,Benue,1.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.00046729805893124795,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Benue,1.0,0.0,0.0,2025-03-04,2025.0,,,,,,,1.0,0.0,,,,0.9350162426854148,0.35460488704253557
44,Covid-19,Benue,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,1.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Benue,1.0,0.0,0.0,2025-11-04,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Benue,1.0,0.0,0.0,2025-11-12,2025.0,,,,,,,1.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Benue,1.0,0.0,0.0,,,,,,,,,1.0,0.0,,,,,
1,Covid-19,Borno,30.0,2.0,6.67,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.01401894176793744,,0.0,0.12053668025532305,0.992708874098054
46,Covid-19,Borno,12.0,2.0,16.67,2025-11-12,2025.0,,,,,,,30.0,2.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Borno,3.0,1.0,33.33,,,,,,,,,12.0,2.0,,,,,
,Monkeypox,Continue Ipc Mentoring  Engagements Across States  Continue To Provide Close-Level  Support To States Who Have  Activated The Mpx Eoc  Further Dissemination Of  Monkeypox Advisories Across Ipc  Networks At State And Health  Facilities,0.0,0.0,0.0,,,,,,,,,,,,,,,
30,Covid-19,Cross River,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,,,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Cross River,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Cross River,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
1,Covid-19,Delta,6.0,1.0,16.67,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0028037883535874876,,0.0,0.12053668025532305,0.992708874098054
30,Covid-19,Delta,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,6.0,1.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Delta,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Delta,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
46,Covid-19,Delta,6.0,1.0,16.67,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Delta,4.0,1.0,25.0,,,,,,,,,6.0,1.0,,,,,
,Monkeypox,Development And Airing Of Jingles  On National Tv,0.0,0.0,0.0,,,,,,,,,,,,,,,
30,Covid-19,Ebonyi,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,,,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Ebonyi,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Ebonyi,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
1,Covid-19,Edo,7.0,1.0,14.29,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0032710864125187356,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Edo,7.0,1.0,14.29,2025-03-04,2025.0,,,,,,,7.0,1.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Edo,1.0,0.0,0.0,2025-07-24,2025.0,,,,,,,7.0,1.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Edo,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,1.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Edo,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Edo,0.0,0.0,0.0,2025-11-07,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Edo,17.0,2.0,11.76,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
48,Covid-19,Edo,0.0,0.0,0.0,2025-11-30,2025.0,,,,,,,17.0,2.0,,,,-0.4647231720437684,0.88545602565321
,Covid-19,Edo,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,
1,Covid-19,Ekiti,2.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0009345961178624959,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Ekiti,2.0,0.0,0.0,2025-03-04,2025.0,,,,,,,2.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Ekiti,1.0,0.0,0.0,2025-07-24,2025.0,,,,,,,2.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Ekiti,1.0,0.0,0.0,2025-09-06,2025.0,,,,,,,1.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Ekiti,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,1.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Ekiti,2.0,0.0,0.0,2025-11-04,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Ekiti,4.0,1.0,25.0,2025-11-12,2025.0,,,,,,,2.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Ekiti,1.0,0.0,0.0,,,,,,,,,4.0,1.0,,,,,
1,Covid-19,Enugu,2.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0009345961178624959,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Enugu,2.0,0.0,0.0,2025-03-04,2025.0,,,,,,,2.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Enugu,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,2.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Enugu,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Enugu,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Enugu,0.0,0.0,0.0,2025-11-07,2025.0,,,,,,,0.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Enugu,2.0,0.0,0.0,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Enugu,2.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,,
,Monkeypox,F Continue Ipc Mentoring  Engagements Across States  Urther Dissemination Of Monkey  Pox Advisories Across Ipc  Networks At State And Health  Facilities,0.0,0.0,0.0,,,,,,,,,,,,,,,
,Lassa,Federalministryof Environment,0.0,0.0,0.0,,,,,,,,,,,,,,,
1,Covid-19,Gombe,30.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.01401894176793744,,0.0,0.12053668025532305,0.992708874098054
46,Covid-19,Gombe,9.0,0.0,0.0,2025-11-12,2025.0,,,,,,,30.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Gombe,5.0,0.0,0.0,,,,,,,,,9.0,0.0,,,,,
1,Covid-19,Imo,1.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.00046729805893124795,,0.0,0.12053668025532305,0.992708874098054
5,Lassa,Infection  Prevention And  Control And Safe  Burial,0.0,0.0,0.0,2023-02-05,2023.0,27.542857142857144,3.8,83.28571428571429,,227882945.0,54.283,,,0.0,,0.0,0.5680647467311558,0.8229838658936564
,Lassa,Infectionprevention Andcontroland Safeburial,0.0,0.0,0.0,,,,,,,,,,,,,,,
1,Covid-19,Jigawa,2.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0009345961178624959,,0.0,0.12053668025532305,0.992708874098054
36,Covid-19,Jigawa,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,2.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
46,Covid-19,Jigawa,2.0,0.0,0.0,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Jigawa,2.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,,
1,Covid-19,Kaduna,4.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0018691922357249918,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Kaduna,4.0,0.0,0.0,2025-03-04,2025.0,,,,,,,4.0,0.0,,,,0.9350162426854148,0.35460488704253557
36,Covid-19,Kaduna,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,4.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Kaduna,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Kaduna,5.0,0.0,0.0,2025-11-04,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Kaduna,9.0,0.0,0.0,2025-11-12,2025.0,,,,,,,5.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Kaduna,1.0,0.0,0.0,,,,,,,,,9.0,0.0,,,,,
1,Covid-19,Kano,77.0,1.0,1.3,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.035981950537706094,,0.0,0.12053668025532305,0.992708874098054
30,Covid-19,Kano,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,77.0,1.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Kano,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Kano,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Kano,0.0,0.0,0.0,2025-11-07,2025.0,,,,,,,0.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Kano,73.0,1.0,1.37,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
48,Covid-19,Kano,0.0,0.0,0.0,2025-11-30,2025.0,,,,,,,73.0,1.0,,,,-0.4647231720437684,0.88545602565321
,Covid-19,Kano,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,
1,Covid-19,Katsina,30.0,1.0,3.33,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.01401894176793744,,0.0,0.12053668025532305,0.992708874098054
30,Covid-19,Katsina,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,30.0,1.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Katsina,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Katsina,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
46,Covid-19,Katsina,21.0,1.0,4.76,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Katsina,12.0,1.0,8.33,,,,,,,,,21.0,1.0,,,,,
30,Covid-19,Kebbi,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,,,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Kebbi,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
1,Covid-19,Kwara,11.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.005140278648243728,,0.0,0.12053668025532305,0.992708874098054
46,Covid-19,Kwara,11.0,0.0,0.0,2025-11-12,2025.0,,,,,,,11.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Kwara,9.0,0.0,0.0,,,,,,,,,11.0,0.0,,,,,
,Cholera,L A B O R A T O R Y,0.0,0.0,0.0,,,,,,,,,,,,,,,
32,Cholera,L O G I T I C S,0.0,0.0,0.0,2025-08-06,2025.0,,,,,,,,,,,,-0.663122658240795,-0.7485107481711013
,Cholera,L O G I T I C S,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,
1,Covid-19,Lagos,109.0,1.0,0.92,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.05093548842350603,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Lagos,109.0,1.0,0.92,2025-03-04,2025.0,,,,,,,109.0,1.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Lagos,32.0,0.0,0.0,2025-07-24,2025.0,,,,,,,109.0,1.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Lagos,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,32.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Lagos,29.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Lagos,0.0,0.0,0.0,2025-11-07,2025.0,,,,,,,29.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Lagos,582.0,16.0,2.75,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
48,Covid-19,Lagos,0.0,0.0,0.0,2025-11-30,2025.0,,,,,,,582.0,16.0,,,,-0.4647231720437684,0.88545602565321
,Covid-19,Lagos,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,
30,Covid-19,Nasarawa,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,,,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Nasarawa,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Nasarawa,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
1,Covid-19,Niger,2.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0009345961178624959,,0.0,0.12053668025532305,0.992708874098054
46,Covid-19,Niger,2.0,0.0,0.0,2025-11-12,2025.0,,,,,,,2.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Niger,2.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,,
47,Monkeypox,Off-Site Support To States   Continous Testing Of Samples,0.0,0.0,0.0,2025-11-17,2025.0,,,,,,,,,,,,-0.5680647467311559,0.8229838658936564
1,Covid-19,Ogun,4.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0018691922357249918,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Ogun,4.0,0.0,0.0,2025-03-04,2025.0,,,,,,,4.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Ogun,3.0,0.0,0.0,2025-07-24,2025.0,,,,,,,4.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Ogun,0.0,1.0,0.0,2025-09-06,2025.0,,,,,,,3.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Ogun,3.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,1.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Ogun,0.0,0.0,0.0,2025-11-07,2025.0,,,,,,,3.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Ogun,29.0,1.0,3.45,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
48,Covid-19,Ogun,0.0,0.0,0.0,2025-11-30,2025.0,,,,,,,29.0,1.0,,,,-0.4647231720437684,0.88545602565321
,Covid-19,Ogun,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,
1,Covid-19,Ondo,1.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.00046729805893124795,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Ondo,1.0,0.0,0.0,2025-03-04,2025.0,,,,,,,1.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Ondo,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,1.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Ondo,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Ondo,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Ondo,1.0,0.0,0.0,2025-11-04,2025.0,,,,,,,0.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Ondo,3.0,0.0,0.0,2025-11-12,2025.0,,,,,,,1.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Ondo,3.0,0.0,0.0,,,,,,,,,3.0,0.0,,,,,
1,Covid-19,Osun,22.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.010280557296487455,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Osun,20.0,0.0,0.0,2025-03-04,2025.0,,,,,,,22.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Osun,1.0,0.0,0.0,2025-07-24,2025.0,,,,,,,20.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Osun,1.0,0.0,0.0,2025-09-06,2025.0,,,,,,,1.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Osun,2.0,0.0,0.0,2025-11-02,2025.0,,,,,,,1.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Osun,20.0,0.0,0.0,2025-11-04,2025.0,,,,,,,2.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Osun,20.0,0.0,0.0,2025-11-12,2025.0,,,,,,,20.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Osun,2.0,0.0,0.0,,,,,,,,,20.0,0.0,,,,,
1,Covid-19,Oyo,8.0,0.0,0.0,2020-01-02,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.0037383844714499836,,0.0,0.12053668025532305,0.992708874098054
10,Covid-19,Oyo,9.0,0.0,0.0,2025-03-04,2025.0,,,,,,,8.0,0.0,,,,0.9350162426854148,0.35460488704253557
30,Covid-19,Oyo,1.0,0.0,0.0,2025-07-24,2025.0,,,,,,,9.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Oyo,1.0,0.0,0.0,2025-09-06,2025.0,,,,,,,1.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Oyo,1.0,0.0,0.0,2025-11-02,2025.0,,,,,,,1.0,0.0,,,,-0.822983865893657,0.5680647467311548
45,Covid-19,Oyo,9.0,0.0,0.0,2025-11-04,2025.0,,,,,,,1.0,0.0,,,,-0.7485107481711011,0.6631226582407952
46,Covid-19,Oyo,17.0,1.0,5.88,2025-11-12,2025.0,,,,,,,9.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Oyo,7.0,0.0,0.0,,,,,,,,,17.0,1.0,,,,,
1,Covid-19,Plateau,1.0,0.0,0.0,2020-01-01,2020.0,26.660000000000004,0.0,39.2,,213996181.0,51.958,,,0.00046729805893124795,,0.0,0.12053668025532305,0.992708874098054
30,Covid-19,Plateau,0.0,0.0,0.0,2025-07-24,2025.0,,,,,,,1.0,0.0,,,,-0.46472317204376806,-0.8854560256532101
36,Covid-19,Plateau,0.0,0.0,0.0,2025-09-06,2025.0,,,,,,,0.0,0.0,,,,-0.9350162426854147,-0.3546048870425359
44,Covid-19,Plateau,0.0,0.0,0.0,2025-11-02,2025.0,,,,,,,0.0,0.0,,,,-0.822983865893657,0.5680647467311548
46,Covid-19,Plateau,1.0,0.0,0.0,2025-11-12,2025.0,,,,,,,0.0,0.0,,,,-0.6631226582407955,0.7485107481711007
,Covid-19,Plateau,1.0,0.0,0.0,,,,,,,,,1.0,0.0,,,,,
45,Monkeypox,Research,0.0,0.0,0.0,2025-11-08,2025.0,,,,,,,,,,,,-0.7485107481711011,0.6631226582407952
5,Lassa,Research Pillar,0.0,0.0,0.0,2023-02-05,2023.0,27.542857142857144,3.8,83.28571428571429,,227882945.0,54.283,,,0.0,,0.0,0.5680647467311558,0.8229838658936564
,Lassa,Researchpillar,0.0,0.0,0.0,,,,,,,,,,,,,,,
34,Cholera,Risk  Communication,0.0,0.0,0.0,2021-08-29,2021.0,25.514285714285712,35.2,87.85714285714286,,218529286.0,52.746,,,0.0,,-1.716145124716558,-0.8229838658936564,-0.5680647467311559
51,Cholera,Risk  Communication,0.0,0.0,0.0,2021-12-26,2021.0,27.8,0.0,63.142857142857146,,218529286.0,52.746,0.0,0.0,0.0,-35.2,0.5695691609977303,-0.12053668025532363,0.992708874098054
