time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean
2023-02-13,28.3,0.0,80
2023-02-14,28.2,0.0,80
2023-02-15,28.5,0.0,71
2023-02-16,28.8,0.0,58
2023-02-17,28.3,0.0,47
2023-02-18,28.6,0.0,41
2023-02-19,27.4,0.0,59
2023-02-20,27.7,0.0,79
2023-02-21,28.2,0.0,80
2023-02-22,28.8,0.4,78
2023-02-23,29.1,0.5,77
2023-02-24,28.7,3.3,79
2023-02-25,28.2,0.3,79
2023-02-26,28.7,0.0,75
2023-02-27,28.8,0.2,76
2023-02-28,28.7,0.1,75
2023-03-01,29.0,0.0,74
2023-03-02,29.3,0.4,75
2023-03-03,28.2,7.3,80
2023-03-04,28.0,5.0,79
2023-03-05,28.7,0.0,75
2023-03-06,28.5,5.4,78
2023-03-07,28.3,0.4,79
2023-03-08,29.2,0.1,73
2023-03-09,28.3,5.2,78
2023-03-10,28.4,0.0,76
2023-03-11,28.8,0.1,76
2023-03-12,28.7,0.0,75
2023-03-13,28.5,0.2,76
2023-03-14,28.3,0.8,79
2023-03-15,28.5,2.7,79
2023-03-16,27.6,17.0,82
2023-03-17,28.3,0.5,81
2023-03-18,27.8,2.5,78
2023-03-19,27.1,13.2,80
2023-03-20,28.2,0.0,77
2023-03-21,28.8,1.7,73
2023-03-22,27.0,0.4,82
2023-03-23,27.9,2.5,77
2023-03-24,27.3,0.0,77
2023-03-25,28.6,0.0,74
2023-03-26,28.8,0.3,72
2023-03-27,28.1,0.0,75
2023-03-28,29.3,0.0,71
2023-03-29,29.3,0.1,73
2023-03-30,29.3,0.9,74
2023-03-31,27.7,8.7,80
2023-04-01,29.6,0.0,70
2023-04-02,29.5,0.7,72
2023-04-03,28.8,2.9,76
2023-04-04,28.2,12.9,77
2023-04-05,29.5,0.0,69
2023-04-06,29.3,0.9,72
2023-04-07,28.2,3.3,78
2023-04-08,28.7,4.4,76
2023-04-09,27.6,5.5,81
2023-04-10,28.4,0.0,79
2023-04-11,28.7,0.2,77
2023-04-12,28.7,0.6,78
2023-04-13,28.9,0.9,78
2023-04-14,29.1,0.9,78
2023-04-15,28.7,1.0,79
2023-04-16,28.2,3.1,81
2023-04-17,27.9,9.4,81
2023-04-18,28.9,0.1,77
2023-04-19,28.6,4.3,80
2023-04-20,28.1,0.7,81
2023-04-21,28.8,0.7,76
2023-04-22,28.8,2.8,78
2023-04-23,27.2,6.3,83
2023-04-24,27.7,1.3,83
2023-04-25,28.4,0.3,82
2023-04-26,27.9,0.8,82
2023-04-27,26.3,16.0,87
2023-04-28,27.4,0.8,82
2023-04-29,26.5,15.0,88
2023-04-30,26.8,0.7,85
2023-05-01,26.9,1.7,86
2023-05-02,27.5,1.1,82
2023-05-03,28.4,0.5,77
2023-05-04,27.6,0.9,82
2023-05-05,28.0,0.1,79
2023-05-06,28.5,0.2,74
2023-05-07,28.2,0.1,76
2023-05-08,28.5,1.3,77
2023-05-09,29.1,1.2,75
2023-05-10,29.8,0.7,74
2023-05-11,28.3,2.0,80
2023-05-12,28.0,1.3,84
2023-05-13,28.5,0.3,84
2023-05-14,27.9,4.0,85
2023-05-15,27.1,45.0,86
2023-05-16,28.2,2.9,81
2023-05-17,28.1,3.0,82
2023-05-18,27.7,3.3,82
2023-05-19,27.5,3.7,83
2023-05-20,27.8,2.8,81
2023-05-21,27.3,8.8,82
2023-05-22,27.2,1.6,84
2023-05-23,27.6,1.9,84
2023-05-24,27.8,1.4,85
2023-05-25,28.2,0.7,81
2023-05-26,28.0,0.0,83
2023-05-27,27.2,1.1,85
2023-05-28,27.4,2.9,83
2023-05-29,26.6,2.2,84
2023-05-30,27.6,0.8,80
2023-05-31,28.0,2.8,82
2023-06-01,27.3,3.0,84
2023-06-02,26.3,6.1,85
2023-06-03,26.5,3.3,85
2023-06-04,26.9,1.3,85
2023-06-05,27.4,1.0,83
2023-06-06,26.3,13.4,87
2023-06-07,25.9,13.6,88
2023-06-08,25.8,10.8,85
2023-06-09,26.3,6.9,84
2023-06-10,25.8,9.4,88
2023-06-11,25.6,13.4,88
2023-06-12,26.6,0.4,77
2023-06-13,26.7,0.3,78
2023-06-14,26.5,2.5,81
2023-06-15,25.4,18.2,89
2023-06-16,26.2,3.3,86
2023-06-17,27.1,4.4,84
2023-06-18,27.4,5.7,82
2023-06-19,26.1,6.2,87
2023-06-20,25.6,6.4,88
2023-06-21,25.1,16.0,90
2023-06-22,25.3,10.3,89
2023-06-23,26.0,6.3,84
2023-06-24,24.8,25.0,88
2023-06-25,25.7,5.2,81
2023-06-26,25.9,0.0,76
2023-06-27,25.9,0.3,80
2023-06-28,24.9,20.7,89
2023-06-29,25.6,4.0,86
2023-06-30,26.0,0.9,85
2023-07-01,26.2,11.5,87
2023-07-02,25.6,10.4,87
2023-07-03,26.3,0.9,85
2023-07-04,25.8,12.4,86
2023-07-05,25.9,0.8,86
2023-07-06,26.6,0.5,84
2023-07-07,26.2,13.7,85
2023-07-08,25.2,15.8,89
2023-07-09,24.6,21.0,91
2023-07-10,25.7,2.2,86
2023-07-11,26.2,1.2,85
2023-07-12,24.5,44.5,92
2023-07-13,25.6,2.1,87
2023-07-14,25.8,5.0,88
2023-07-15,26.2,1.5,87
2023-07-16,25.8,12.1,87
2023-07-17,26.4,4.6,85
2023-07-18,26.3,8.5,86
2023-07-19,26.7,1.4,84
2023-07-20,26.7,4.5,84
2023-07-21,26.0,9.9,86
2023-07-22,25.2,18.6,88
2023-07-23,24.3,41.3,92
2023-07-24,25.1,17.6,90
2023-07-25,25.7,0.6,87
2023-07-26,26.2,0.9,84
2023-07-27,26.3,2.1,85
2023-07-28,25.7,5.4,86
2023-07-29,24.9,11.1,89
2023-07-30,25.7,4.7,88
2023-07-31,25.7,9.7,87
2023-08-01,25.2,15.5,89
2023-08-02,25.5,3.3,85
2023-08-03,25.7,1.3,83
2023-08-04,25.8,1.2,83
2023-08-05,25.8,2.0,85
2023-08-06,25.9,1.4,85
2023-08-07,25.9,0.7,85
2023-08-08,25.8,10.4,84
2023-08-09,25.5,6.2,85
2023-08-10,25.7,2.5,84
2023-08-11,25.6,0.9,86
2023-08-12,25.8,2.0,85
2023-08-13,25.7,1.4,84
2023-08-14,25.0,16.1,89
2023-08-15,25.4,6.6,88
2023-08-16,25.9,5.0,86
2023-08-17,25.6,24.7,88
2023-08-18,25.4,7.9,87
2023-08-19,24.9,6.1,89
2023-08-20,25.3,1.8,87
2023-08-21,26.0,0.6,86
2023-08-22,26.2,0.9,84
2023-08-23,26.0,6.1,86
2023-08-24,25.9,3.5,89
2023-08-25,26.2,1.1,86
2023-08-26,26.3,1.7,85
2023-08-27,25.8,7.0,86
2023-08-28,25.7,7.3,87
2023-08-29,26.3,1.0,85
2023-08-30,25.8,18.9,87
2023-08-31,26.0,1.9,85
2023-09-01,26.1,4.9,85
2023-09-02,25.3,10.7,86
2023-09-03,24.6,12.3,89
2023-09-04,25.0,5.0,89
2023-09-05,25.3,11.7,87
2023-09-06,25.7,1.7,86
2023-09-07,26.3,0.8,85
2023-09-08,26.1,11.6,87
2023-09-09,25.2,21.1,89
2023-09-10,26.0,1.1,87
2023-09-11,26.5,1.3,85
2023-09-12,25.5,5.2,88
2023-09-13,25.4,16.7,88
2023-09-14,26.0,5.8,85
2023-09-15,25.9,7.2,86
2023-09-16,24.5,45.2,93
2023-09-17,25.6,2.8,87
2023-09-18,25.8,3.9,87
2023-09-19,25.7,8.6,88
2023-09-20,26.1,0.7,86
2023-09-21,26.8,0.6,85
2023-09-22,25.6,6.8,88
2023-09-23,25.7,3.0,87
2023-09-24,24.6,43.8,91
2023-09-25,26.0,1.9,87
2023-09-26,26.4,1.3,87
2023-09-27,27.1,0.2,84
2023-09-28,27.2,0.9,84
2023-09-29,26.1,14.5,88
2023-09-30,26.5,3.1,87
2023-10-01,26.8,3.0,85
2023-10-02,26.7,1.6,85
2023-10-03,26.9,3.8,84
2023-10-04,27.1,6.0,84
2023-10-05,26.4,18.7,87
2023-10-06,26.7,4.3,88
2023-10-07,25.6,16.9,91
2023-10-08,26.2,14.3,88
2023-10-09,25.8,4.9,90
2023-10-10,26.7,0.1,87
2023-10-11,26.7,1.8,85
2023-10-12,26.0,25.7,89
2023-10-13,26.8,1.9,84
2023-10-14,26.9,1.3,88
2023-10-15,27.2,4.5,84
2023-10-16,26.4,9.0,85
2023-10-17,25.9,9.4,87
2023-10-18,26.3,0.0,85
2023-10-19,27.0,10.0,86
2023-10-20,27.1,2.0,86
2023-10-21,27.0,2.2,86
2023-10-22,27.0,2.7,86
2023-10-23,27.3,5.9,83
2023-10-24,27.2,1.2,85
2023-10-25,27.3,6.2,84
2023-10-26,27.5,4.3,84
2023-10-27,27.4,0.3,84
2023-10-28,27.3,2.0,84
2023-10-29,27.6,0.3,85
2023-10-30,27.8,3.8,85
2023-10-31,26.9,0.0,83
2023-11-01,27.8,0.2,81
2023-11-02,27.5,2.2,84
2023-11-03,27.8,0.5,84
2023-11-04,27.1,9.3,84
2023-11-05,27.3,5.3,86
2023-11-06,27.2,8.7,87
2023-11-07,27.4,2.8,86
2023-11-08,27.3,4.2,84
2023-11-09,27.3,0.5,85
2023-11-10,28.0,0.5,84
2023-11-11,27.8,3.6,84
2023-11-12,27.7,1.5,85
2023-11-13,27.6,1.8,86
2023-11-14,27.8,1.1,85
2023-11-15,26.8,4.9,83
2023-11-16,27.4,0.1,81
2023-11-17,27.8,1.9,83
2023-11-18,27.8,3.3,86
2023-11-19,27.7,0.0,85
2023-11-20,27.6,0.6,85
2023-11-21,27.6,0.0,85
2023-11-22,27.5,1.8,83
2023-11-23,27.8,0.8,82
2023-11-24,27.5,9.4,83
2023-11-25,26.7,12.1,87
2023-11-26,25.5,16.3,91
2023-11-27,26.3,0.0,83
2023-11-28,26.7,3.9,86
2023-11-29,27.2,0.9,84
2023-11-30,27.4,0.8,86
2023-12-01,27.7,1.9,85
2023-12-02,27.8,0.5,84
2023-12-03,27.5,0.0,86
2023-12-04,27.6,0.0,84
2023-12-05,27.7,2.7,85
2023-12-06,27.0,2.9,87
2023-12-07,27.2,0.5,87
2023-12-08,28.0,0.3,82
2023-12-09,27.6,0.0,85
2023-12-10,27.6,3.9,86
2023-12-11,27.8,0.0,84
2023-12-12,26.8,1.2,79
2023-12-13,25.7,0.0,68
2023-12-14,25.9,0.0,70
2023-12-15,26.4,0.0,71
2023-12-16,26.3,0.0,79
2023-12-17,26.8,0.0,83
2023-12-18,27.1,0.0,78
2023-12-19,27.4,0.0,84
2023-12-20,28.0,0.0,80
2023-12-21,27.1,0.0,72
2023-12-22,27.3,0.0,72
2023-12-23,27.7,0.0,76
2023-12-24,27.8,0.0,81
2023-12-25,27.3,0.0,78
2023-12-26,27.7,0.0,82
2023-12-27,27.5,0.0,82
2023-12-28,27.6,0.0,81
2023-12-29,27.6,0.0,79
2023-12-30,27.7,0.0,83
2023-12-31,28.0,0.0,83
2024-01-01,27.9,1.9,84
2024-01-02,28.0,0.2,84
2024-01-03,27.9,0.1,84
2024-01-04,28.0,0.1,83
2024-01-05,27.6,1.0,84
2024-01-06,28.1,2.3,83
2024-01-07,28.4,0.5,80
2024-01-08,28.1,1.0,84
2024-01-09,28.0,0.7,84
2024-01-10,27.6,2.2,85
2024-01-11,28.0,0.0,84
2024-01-12,28.2,0.4,84
2024-01-13,28.1,0.0,83
2024-01-14,27.6,0.3,84
2024-01-15,27.5,0.0,84
2024-01-16,27.7,0.0,81
2024-01-17,27.9,0.0,77
2024-01-18,27.3,0.0,81
2024-01-19,27.8,0.0,80
2024-01-20,28.3,0.0,78
2024-01-21,27.8,0.0,83
2024-01-22,28.2,0.0,82
2024-01-23,28.7,0.0,77
2024-01-24,28.3,2.2,82
2024-01-25,28.8,0.0,68
2024-01-26,27.5,0.0,59
2024-01-27,27.2,0.0,55
2024-01-28,27.0,0.0,56
2024-01-29,27.2,0.0,70
2024-01-30,27.7,0.0,78
2024-01-31,28.0,0.0,82
2024-02-01,28.6,0.0,81
2024-02-02,28.4,0.0,82
2024-02-03,27.9,0.0,65
2024-02-04,27.8,0.0,57
2024-02-05,27.3,0.0,54
2024-02-06,27.1,0.0,52
2024-02-07,26.7,0.0,55
2024-02-08,26.6,0.0,66
2024-02-09,27.5,0.0,84
2024-02-10,28.1,0.0,83
2024-02-11,28.5,0.0,82
2024-02-12,28.9,0.0,83
2024-02-13,29.2,0.2,83
2024-02-14,29.5,0.5,82
2024-02-15,29.0,1.3,83
2024-02-16,28.6,0.0,83
2024-02-17,28.9,0.4,82
2024-02-18,28.9,2.0,83
2024-02-19,29.3,2.2,84
2024-02-20,28.5,20.6,83
2024-02-21,28.8,4.7,82
2024-02-22,28.1,3.9,82
2024-02-23,28.3,0.5,82
2024-02-24,28.6,0.0,77
2024-02-25,28.8,0.0,80
2024-02-26,28.8,3.9,81
2024-02-27,29.2,0.8,81
2024-02-28,29.6,0.1,79
2024-02-29,29.7,0.1,78
2024-03-01,29.1,0.8,80
2024-03-02,28.9,7.4,81
2024-03-03,28.5,11.0,82
2024-03-04,28.9,0.0,78
2024-03-05,28.8,2.9,80
2024-03-06,29.2,0.5,80
2024-03-07,28.8,11.6,80
2024-03-08,29.2,0.3,78
2024-03-09,27.7,2.8,83
2024-03-10,28.6,0.0,82
2024-03-11,29.6,0.0,77
2024-03-12,29.4,0.2,80
2024-03-13,29.4,1.0,80
2024-03-14,28.6,6.9,81
2024-03-15,28.7,0.0,83
2024-03-16,29.4,0.0,82
2024-03-17,29.7,0.0,78
2024-03-18,29.8,1.2,80
2024-03-19,29.6,0.6,80
2024-03-20,29.5,0.7,81
2024-03-21,29.1,13.7,83
2024-03-22,29.8,0.0,77
2024-03-23,29.5,1.6,78
2024-03-24,29.3,0.0,79
2024-03-25,28.7,5.3,81
2024-03-26,29.7,0.0,74
2024-03-27,30.0,0.0,77
2024-03-28,29.1,11.3,83
2024-03-29,29.0,18.5,82
2024-03-30,29.5,0.8,79
2024-03-31,29.7,1.7,78
2024-04-01,29.2,1.8,80
2024-04-02,29.5,0.6,81
2024-04-03,29.5,0.3,78
2024-04-04,29.3,1.7,78
2024-04-05,28.5,16.8,80
2024-04-06,28.5,14.5,81
2024-04-07,29.2,1.0,80
2024-04-08,29.0,0.1,79
2024-04-09,29.5,0.8,75
2024-04-10,29.1,2.3,80
2024-04-11,28.8,4.7,82
2024-04-12,30.1,0.0,74
2024-04-13,29.9,1.9,74
2024-04-14,28.6,2.0,79
2024-04-15,29.8,6.3,77
2024-04-16,29.4,0.7,77
2024-04-17,29.4,0.0,79
2024-04-18,29.9,0.3,79
2024-04-19,30.0,1.7,79
2024-04-20,29.9,1.0,79
2024-04-21,29.4,5.9,80
2024-04-22,29.4,0.1,80
2024-04-23,28.6,2.7,81
2024-04-24,29.2,0.0,75
2024-04-25,29.5,2.9,79
2024-04-26,29.7,3.2,79
2024-04-27,30.0,0.1,78
2024-04-28,30.3,0.0,76
2024-04-29,29.9,0.9,76
2024-04-30,29.8,1.7,79
2024-05-01,29.2,0.1,79
2024-05-02,29.6,0.2,74
2024-05-03,28.7,7.1,81
2024-05-04,28.9,1.1,80
2024-05-05,30.0,1.4,76
2024-05-06,29.0,5.8,79
2024-05-07,28.7,2.9,79
2024-05-08,29.9,1.2,75
2024-05-09,29.6,0.0,77
2024-05-10,30.2,0.0,74
2024-05-11,29.3,1.5,79
2024-05-12,29.0,2.1,80
2024-05-13,28.8,0.0,79
2024-05-14,28.4,0.0,82
2024-05-15,29.2,0.6,80
2024-05-16,27.6,11.1,87
2024-05-17,27.8,2.0,83
2024-05-18,28.2,10.3,82
2024-05-19,29.2,1.7,79
2024-05-20,29.2,0.1,78
2024-05-21,29.2,2.3,80
2024-05-22,27.9,3.3,85
2024-05-23,27.9,0.7,83
2024-05-24,28.2,4.8,81
2024-05-25,26.9,24.8,86
2024-05-26,27.7,0.5,84
2024-05-27,28.2,0.0,80
2024-05-28,28.7,2.4,79
2024-05-29,28.3,0.4,81
2024-05-30,28.7,2.1,80
2024-05-31,27.3,12.6,84
2024-06-01,27.8,1.6,84
2024-06-02,26.2,12.5,88
2024-06-03,26.9,0.4,85
2024-06-04,27.1,3.3,85
2024-06-05,27.5,1.6,82
2024-06-06,26.7,17.7,85
2024-06-07,26.6,6.5,85
2024-06-08,26.6,16.0,87
2024-06-09,26.8,14.6,87
2024-06-10,27.5,3.2,82
2024-06-11,26.1,9.5,87
2024-06-12,26.6,2.8,85
2024-06-13,27.6,0.5,82
2024-06-14,26.6,8.6,85
2024-06-15,25.6,19.8,87
2024-06-16,25.8,3.3,90
2024-06-17,26.4,1.7,86
2024-06-18,26.7,1.4,87
2024-06-19,27.5,1.6,83
2024-06-20,26.7,5.2,84
2024-06-21,25.8,17.4,89
2024-06-22,26.5,1.1,86
2024-06-23,26.8,1.2,86
2024-06-24,26.7,10.7,85
2024-06-25,25.5,31.3,90
2024-06-26,26.2,6.2,87
2024-06-27,26.7,2.0,83
2024-06-28,26.9,9.6,84
2024-06-29,26.0,8.1,88
2024-06-30,26.5,2.3,86
2024-07-01,26.7,5.0,85
2024-07-02,26.1,14.5,86
2024-07-03,24.9,37.5,90
2024-07-04,25.1,21.9,89
2024-07-05,26.0,5.5,87
2024-07-06,25.7,22.3,89
2024-07-07,26.0,6.2,88
2024-07-08,25.4,14.0,88
2024-07-09,25.6,1.4,86
2024-07-10,25.8,9.9,85
2024-07-11,25.5,4.8,86
2024-07-12,25.6,5.7,86
2024-07-13,26.1,2.7,84
2024-07-14,26.2,5.5,84
2024-07-15,26.1,0.4,83
2024-07-16,25.8,0.9,85
2024-07-17,26.1,0.5,83
2024-07-18,26.1,0.8,83
2024-07-19,25.8,1.8,83
2024-07-20,25.6,2.6,84
2024-07-21,25.6,1.2,83
2024-07-22,25.6,0.7,83
2024-07-23,25.7,0.3,82
2024-07-24,25.6,0.2,84
2024-07-25,25.7,0.1,81
2024-07-26,25.8,0.9,83
2024-07-27,25.7,0.2,81
2024-07-28,25.7,1.1,81
2024-07-29,25.9,0.2,81
2024-07-30,25.6,1.6,81
2024-07-31,25.4,0.8,83
2024-08-01,25.5,1.0,82
2024-08-02,25.4,2.8,84
2024-08-03,25.3,1.2,84
2024-08-04,25.4,0.8,83
2024-08-05,25.4,0.8,82
2024-08-06,25.6,0.8,81
2024-08-07,25.6,0.6,82
2024-08-08,25.3,1.3,83
2024-08-09,25.5,0.3,84
2024-08-10,25.8,0.1,81
2024-08-11,25.9,0.6,78
2024-08-12,25.8,1.4,80
2024-08-13,25.9,0.6,81
2024-08-14,25.9,1.8,81
2024-08-15,25.8,0.3,81
2024-08-16,25.8,1.1,83
2024-08-17,26.1,0.8,81
2024-08-18,26.1,0.4,82
2024-08-19,25.2,6.5,87
2024-08-20,24.8,13.6,88
2024-08-21,25.5,1.3,86
2024-08-22,25.7,0.5,84
2024-08-23,25.1,20.1,87
2024-08-24,24.7,11.3,89
2024-08-25,25.3,5.3,88
2024-08-26,25.3,10.8,89
2024-08-27,25.8,0.7,85
2024-08-28,25.6,1.5,86
2024-08-29,25.5,1.9,85
2024-08-30,25.6,3.6,84
2024-08-31,25.8,0.6,82
2024-09-01,25.6,1.0,83
2024-09-02,25.6,0.1,82
2024-09-03,25.6,0.0,83
2024-09-04,25.8,0.0,82
2024-09-05,26.0,0.1,82
2024-09-06,25.8,0.0,82
2024-09-07,25.4,8.6,85
2024-09-08,25.7,0.4,84
2024-09-09,26.0,0.6,83
2024-09-10,26.1,10.8,85
2024-09-11,26.1,7.4,84
2024-09-12,25.9,12.3,85
2024-09-13,25.6,13.5,87
2024-09-14,25.5,12.2,86
2024-09-15,25.9,4.0,86
2024-09-16,26.1,0.9,84
2024-09-17,25.1,18.0,89
2024-09-18,25.5,12.5,87
2024-09-19,25.9,1.7,84
2024-09-20,26.1,1.8,84
2024-09-21,25.8,2.3,86
2024-09-22,26.0,4.4,85
2024-09-23,26.2,1.7,83
2024-09-24,26.0,7.4,86
2024-09-25,24.9,19.8,89
2024-09-26,25.8,2.4,85
2024-09-27,26.2,7.2,84
2024-09-28,25.9,9.9,85
2024-09-29,26.1,10.5,85
2024-09-30,25.8,21.3,87
2024-10-01,26.2,0.6,85
2024-10-02,26.7,3.0,83
2024-10-03,25.7,16.0,88
2024-10-04,25.7,7.0,87
2024-10-05,25.1,9.8,89
2024-10-06,25.2,7.9,89
2024-10-07,25.4,5.0,90
2024-10-08,25.7,0.6,88
2024-10-09,25.9,2.9,86
2024-10-10,26.3,0.3,85
2024-10-11,26.7,1.0,84
2024-10-12,25.9,10.3,87
2024-10-13,25.0,11.2,91
2024-10-14,25.7,12.1,88
2024-10-15,26.2,1.3,86
2024-10-16,26.0,7.4,88
2024-10-17,24.7,27.9,92
2024-10-18,25.6,4.0,87
2024-10-19,25.9,6.3,87
2024-10-20,26.4,3.3,87
2024-10-21,26.4,4.0,86
2024-10-22,26.1,6.2,89
2024-10-23,26.6,1.2,86
2024-10-24,27.1,0.7,85
2024-10-25,26.7,25.0,86
2024-10-26,26.8,2.3,87
2024-10-27,26.9,0.5,87
2024-10-28,27.2,3.5,86
2024-10-29,26.6,5.1,86
2024-10-30,26.6,3.9,87
2024-10-31,27.1,0.4,86
2024-11-01,27.4,1.3,86
2024-11-02,27.0,2.7,86
2024-11-03,26.5,5.8,87
2024-11-04,27.2,1.8,83
2024-11-05,27.2,0.0,84
2024-11-06,27.0,1.7,86
2024-11-07,27.5,0.0,83
2024-11-08,27.9,0.0,82
2024-11-09,27.2,0.9,85
2024-11-10,26.6,3.6,84
2024-11-11,26.8,0.8,86
2024-11-12,27.2,0.3,85
2024-11-13,28.2,0.0,82
2024-11-14,27.4,11.1,85
2024-11-15,27.8,0.4,82
2024-11-16,27.6,1.4,84
2024-11-17,27.4,2.2,84
2024-11-18,27.5,1.1,85
2024-11-19,28.0,0.0,80
2024-11-20,28.5,0.0,78
2024-11-21,28.1,0.0,82
2024-11-22,27.3,7.2,84
2024-11-23,27.9,1.9,82
2024-11-24,27.7,0.0,83
2024-11-25,27.8,0.0,83
2024-11-26,27.8,3.1,83
2024-11-27,27.7,0.8,83
2024-11-28,27.9,0.0,80
2024-11-29,27.9,0.0,71
2024-11-30,27.8,0.0,66
2024-12-01,28.1,0.0,64
2024-12-02,27.9,0.0,72
2024-12-03,28.3,0.0,78
2024-12-04,28.0,1.6,81
2024-12-05,27.7,4.3,83
2024-12-06,27.5,0.7,83
2024-12-07,27.8,0.0,77
2024-12-08,28.3,0.0,69
2024-12-09,27.9,0.0,72
2024-12-10,28.0,0.0,75
2024-12-11,28.3,0.0,80
2024-12-12,28.5,0.8,80
2024-12-13,28.0,2.0,82
2024-12-14,27.9,0.0,81
2024-12-15,28.1,0.0,80
2024-12-16,28.4,0.0,78
2024-12-17,28.5,0.0,77
2024-12-18,28.1,0.0,74
2024-12-19,28.2,0.0,57
2024-12-20,27.5,0.0,46
2024-12-21,27.4,0.0,44
2024-12-22,27.6,0.0,49
2024-12-23,27.4,0.0,69
2024-12-24,27.5,0.0,79
2024-12-25,28.1,0.0,77
2024-12-26,28.4,0.0,78
2024-12-27,28.2,0.0,80
2024-12-28,28.0,0.0,81
2024-12-29,28.3,0.0,79
2024-12-30,28.6,0.0,78
2024-12-31,28.3,0.0,81
